514336	/scratch/cgsb/gencore/out/Vogel/2014-06-11_A9GDG
284356	/scratch/cgsb/gencore/out/Vogel/2015-09-15_AHBE6
645968	/scratch/cgsb/gencore/out/Vogel/2015-08-04_AH0J7
10895200	/scratch/cgsb/gencore/out/Vogel/2017-08-25_HGVK2BGX3
18117588	/scratch/cgsb/gencore/out/Vogel/2015-10-23_C7KCWACXX
14832384	/scratch/cgsb/gencore/out/Vogel/2017-07-25_H3T3WBGX3
12	/scratch/cgsb/gencore/out/Vogel/2012-10-08_D1FD0ACXX
45289848	/scratch/cgsb/gencore/out/Vogel
36	/scratch/cgsb/gencore/out/Skok/2013-11-19_C38E3ACXX
36	/scratch/cgsb/gencore/out/Skok/2012-11-13_C1E9UACXX
76	/scratch/cgsb/gencore/out/Skok
20765596	/scratch/cgsb/gencore/out/Gresham/2017-12-21_HW37FAFXX
3728852	/scratch/cgsb/gencore/out/Gresham/2015-07-22_C7D4YACXX
509072	/scratch/cgsb/gencore/out/Gresham/2016-05-02_AHW8P
26113528	/scratch/cgsb/gencore/out/Gresham/2016-10-26_HG7CVAFXX
4029144	/scratch/cgsb/gencore/out/Gresham/2017-10-20_BH5K9
12	/scratch/cgsb/gencore/out/Gresham/2013-08-13_D2CHPACXX
18609796	/scratch/cgsb/gencore/out/Gresham/2015-04-24_C5726ACXX
5093012	/scratch/cgsb/gencore/out/Gresham/2017-03-30_AY9TV
8939116	/scratch/cgsb/gencore/out/Gresham/2017-12-11_HWC5LBGX3
18657256	/scratch/cgsb/gencore/out/Gresham/2015-10-23_HK5NHBGXX
12	/scratch/cgsb/gencore/out/Gresham/2013-07-30_D26BJACXX
15584616	/scratch/cgsb/gencore/out/Gresham/2018-04-30_HVK5FBGX5
6387808	/scratch/cgsb/gencore/out/Gresham/2017-08-31_HGGMKBGX3
32702628	/scratch/cgsb/gencore/out/Gresham/2017-01-10_HH75LAFXX
34534312	/scratch/cgsb/gencore/out/Gresham/2018-10-11_HGFVNBGX7
12201744	/scratch/cgsb/gencore/out/Gresham/2017-04-28_H5J5LBGX2
15750924	/scratch/cgsb/gencore/out/Gresham/2019-02-28_HFWYVAFXY
16	/scratch/cgsb/gencore/out/Gresham/2012-12-03_D1F7YACXX
16	/scratch/cgsb/gencore/out/Gresham/2014-08-12_HA430ADXX
12052756	/scratch/cgsb/gencore/out/Gresham/2017-03-21_HJNJTAFXX
